taxon_name,Mean_CENF,Mean_CMIX,Mean_DESE,Mean_ENWD,Mean_GRAM,Mean_TEDE,Mean_TUND,Mean_WTSFS,Mean_XSHB,Stdev_CENF,Stdev_CMIX,Stdev_DESE,Stdev_ENWD,Stdev_GRAM,Stdev_TEDE,Stdev_TUND,Stdev_WTSFS,Stdev_XSHB
Ephedra,0,0.001909152,2.445850635,0.219741646,0.288002086,0.10037279,0,0.057690366,0.413249821,0,0.021311382,6.838151287,1.274412855,1.397734332,0.761795347,0,0.241267216,1.029233246
Equisetum,0.140109221,0.086424826,0,0.10944345,0.230379852,0.093963889,0.348624278,0.017454009,0.002128113,0.326723009,0.448865651,0,0.854949965,1.20667899,0.522192567,0.564683964,0.121581231,0.018037119
Erica,0,0.001322122,0.005275096,0,0.009023755,1.1299641,0,1.433856663,0.094404058,0,0.015190025,0.044448747,0,0.060417979,5.606172726,0,6.597304767,0.541562561
Ericaceae,1.237552795,0.275381404,0.004890454,0.196648724,0.009323394,0.934455491,1.295986434,0.568456086,0.023887527,4.465270905,1.272424527,0.041207694,1.085691746,0.062391744,4.584169838,2.643043652,2.582184567,0.238189547
Euonymus,0,0,0,0,0.002686439,0,0,0,0,0,0,0,0,0.03086483,0,0,0,0
Euphorbiaceae,0.00065028,0.010486995,0.389216385,0.066334166,0.047789116,0.031949382,0,0.033115086,0.156336159,0.007471143,0.100463776,2.215291147,0.494461416,0.294726599,0.143815016,0,0.110853707,0.497208189
Fabaceae,0.062349338,0.106406161,1.52099177,0.520679997,0.907278436,0.238947255,0.069299678,0.28395757,2.022151667,0.314620601,0.283060436,3.215842645,0.94242114,2.101925445,0.516147212,0.159805725,0.542118991,3.400372235
Fabaceae (herbs),0.00995698,0.137671195,0.029028818,0.147452043,0.174455635,0.06735116,0.018487258,0.098235554,0.321880789,0.036488822,0.818001123,0.15978414,0.680264857,0.508236387,0.292213366,0.104528133,0.359449787,1.002696183
Fagus,0.00905158,4.124171703,0.110926611,0.908981595,0.543946685,5.981398793,0.00156676,1.064186436,0,0.039205111,8.102320293,0.44294195,2.846136909,1.479837119,11.82006961,0.015430794,5.993898207,0
Ficus,0,0,0,0,0,0.001109152,0,0,0,0,0,0,0,0,0.012743189,0,0,0
Flueggea,0,0,0,0,0,0,0,0.064620803,0,0,0,0,0,0,0,0,0.742436503,0
Frangula,0.005939731,0.009491046,0,0,0.001093972,0.000702109,0,0.010029417,0,0.033819363,0.063039754,0,0,0.012568781,0.008066619,0,0.057913435,0
Fraxinus,0.042601883,0.847837458,0.002814087,0.086591792,0.099337398,0.676950667,0.001543934,0.540830783,0.038159242,0.093416836,1.774345799,0.023711921,0.312199383,0.265830408,1.905414789,0.014008295,1.441035065,0.175259055
Genisteae,0,0.000531315,0.062902092,0.003829657,0.010917627,0.089450748,0,0.886358112,0.294234744,0,0.005797089,0.353303773,0.038677638,0.091171804,0.457477424,0,3.246692529,0.852714573
Gentianaceae,0.000113308,0.019624293,0.002510607,0.000630477,0.004920034,0.008625969,0.000420081,0.011993476,0,0.001301805,0.110476828,0.021154751,0.006367508,0.028426223,0.045367083,0.002934863,0.113176399,0
Geraniaceae,0.027130313,0.016150722,0.009435504,0.086455003,0.029600601,0.024699099,0.026899803,0.050336376,0.06057992,0.134459073,0.077320034,0.046522457,0.262691469,0.13746501,0.126413821,0.114912653,0.224147262,0.264578091
Halimium,0,0,0,0,0,0,0,0.182017087,0,0,0,0,0,0,0,0,1.472975894,0
Hedera,2.62879E-05,0.001022579,0,0.003271278,0.004232267,0.221656025,0,0.008677032,0.00255076,0.000302025,0.008657329,0,0.024309937,0.048625042,1.809598821,0,0.047125511,0.029305999
Helianthemum,2.62879E-05,0.030443134,0.101969824,0.00727778,0.039381861,0.03668971,0.000104823,0.196813716,0.37983108,0.000302025,0.0922551,0.706641449,0.052275507,0.173105499,0.152817206,0.001032384,0.661673757,1.263778605
Helleborus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hippophae,0,0.03779577,0.005633803,0.006907001,0.014472344,0.00469987,0,0.013195925,0,0,0.207932923,0.047471266,0.041907451,0.107361284,0.046573065,0,0.123915393,0
Huperzia,0.010485005,0.00931775,0,0.011843265,0,0.045201417,0.301195063,0,0,0.049394793,0.050591376,0,0.07788631,0,0.519324748,0.940551645,0,0
Hymenophyllaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericaceae,0.001319818,0.014359205,0,0.00174292,0.005981617,0.00666507,0.000104823,0.006286068,0,0.015163556,0.091041871,0,0.017602625,0.030810824,0.059728429,0.001032384,0.034190373,0
Ilex,0,0,0,0.037391552,0,0.070581112,0,0.011199939,0,0,0,0,0.223378506,0,0.389920959,0,0.094369072,0
Impatiens,0.000123589,0.003367764,0,0,0,0,0,0,0,0.001419925,0.022176297,0,0,0,0,0,0,0
Iridaceae,4.12121E-05,0.004577016,0.004890454,0,0.006095483,0.033526655,0,0,0,0.000473491,0.02942151,0.041207694,0,0.070031772,0.181318507,0,0,0
Jasminum,0,0,0,0.011098775,0,0.004113533,0,0,0,0,0,0,0.112092128,0,0.0472609,0,0,0
Juglandaceae,0,0,0,0,0.011635547,0,0,0,0,0,0,0,0,0.095676245,0,0,0,0
Juglans,0,0.29541042,0.237618249,0.323194295,0.28018555,0.382006544,0,0.158701848,0.231784513,0,1.426608364,1.195980359,0.648557624,1.176356049,0.840072897,0,0.373294902,1.761278001
Juncaceae,0.005113098,0.038190246,0,0.068189285,0.069845174,0.00462546,0.006198206,0.00382614,0,0.029276971,0.320002324,0,0.440858157,0.571334833,0.03748761,0.036150025,0.043959004,0
Kalmia,0.005426478,0.000811953,0,0,0,0,0.013417261,0,0,0.048794076,0.008161517,0,0,0,0,0.132144694,0,0
Koenigia,0,0,0,0,0,0,0.002000291,0,0,0,0,0,0,0,0,0.018489532,0,0
Laburnum,0,0.008707765,0,0,0,0,0,0,0,0,0.100044605,0,0,0,0,0,0,0
Lamiaceae,0.041043227,0.131119511,0.171375161,0.41118391,0.73888661,0.143402982,0.045693443,0.534231221,0.458535589,0.156549175,0.379115676,0.740844818,1.020285326,1.710829452,0.378703201,0.327334993,1.321337348,1.206147892
Larix,0.05578002,0.178090561,0,0,0.000672802,0.04447403,0,0,0,0.469428176,0.570344228,0,0,0.00772991,0.304495793,0,0,0
Lavandula,0,0,0,0,0,0,0,0.220365357,0,0,0,0,0,0,0,0,0.86278934,0
Ledum,0.010296909,0,0,0,0,0,0.001153045,0,0,0.048730314,0,0,0,0,0,0.01135618,0,0
Ligustrum,0,0.004326039,0.004856727,0.006000983,0.004258523,0.014096467,0,0.000778598,0.032286433,0,0.027579485,0.040923507,0.043807629,0.030562706,0.09727968,0,0.008945407,0.16434068
Liliaceae,0.002585417,0.039022685,0.238007827,0.233006796,0.218350579,0.125636156,0,0.286772604,0.508788116,0.027227358,0.305736406,0.564626694,0.760560199,0.824257508,0.733073085,0,0.598913405,1.293479618
Linaceae,0,0,0,0,0,0,0,0.002923601,0,0,0,0,0,0,0,0,0.023689542,0
Linnaea,0.008441884,0,0,0,0,0,0.004950828,0,0,0.062009058,0,0,0,0,0,0.025192717,0,0
Linum,0,0.004880947,0,0.011648322,0.009420857,0,0.021909449,0.00358431,0.001812382,0,0.039519327,0,0.112174551,0.072888575,0,0.120587736,0.034905905,0.020822682
Lonicera,0.007441263,0.010773739,0,0.00748566,0.002271215,0.006010533,0,0.004365331,0.010168803,0.085493602,0.074843666,0,0.060846732,0.019395287,0.038544758,0,0.043008153,0.116830652
Loranthaceae,0,0,0,0.007278,0,0,0,0,0,0,0,0,0.055166088,0,0,0,0,0
Lycopodiella,0,0.002925003,0,0,0,0,0,0,0,0,0.033605726,0,0,0,0,0,0,0
Lycopodium,0.325864514,0.181074102,0.002218032,0.083465462,0,0.021059858,0.437402553,0,0.008125126,0.993516716,1.71762296,0.018689473,0.733196862,0,0.127918313,0.611657971,0,0.062775693
Lysimachia,0.002929301,0.028347461,0,0.004585162,0.003556694,0.000526094,0,0.001518188,0,0.023469642,0.281024588,0,0.032589727,0.040863302,0.006044359,0,0.017442651,0
Lythraceae,0.000475621,0.008427658,0,0.004413341,0.057907381,0,0,0.007093605,0,0.005168972,0.072680801,0,0.044572561,0.429064743,0,0,0.044572141,0
Magnoliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malus,0,0,0,0.001139991,0.001452686,0,0,0,0,0,0,0,0.011513347,0.016690096,0,0,0,0
Malvaceae,0,0.000636084,0,0.022557984,0.008238795,0.001479095,0,0.021351374,0.006394711,0,0.00730805,0,0.128650295,0.071739941,0.01345513,0,0.115143842,0.038281058
Melanthiaceae,0,5.46212E-05,0,0,0.001239895,0,0,0,0,0,0.00062755,0,0,0.014245306,0,0,0,0
Mercurialis,0.004671275,0.007577048,0.207828731,0.002700805,0.009040049,0.054750442,0,0.031672043,0.125922037,0.048588461,0.060488466,0.904705435,0.027276792,0.067332335,0.366857991,0,0.16459724,0.408769028
Moltkia,0,0,0,0.004889736,0,0,0,0,0,0,0,0,0.049383916,0,0,0,0,0
Montiaceae,0,0,0,0,0,0,0.00080888,0,0,0,0,0,0,0,0,0.006854415,0,0
Moraceae,0,0,0,0,0.001402918,0,0,0.001129025,0,0,0,0,0,0.016118303,0,0,0.01297151,0
Myrica,0.023281665,0.264875464,0,0,0,0.404889653,0.009117039,0,0,0.128459126,2.243545874,0,0,0,2.453154959,0.063304844,0,0
Myricaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrtaceae,0,0,0.013420906,0,0.007451565,0.005727619,0,0.045649676,0.213520853,0,0,0.075971151,0,0.085611966,0.039105026,0,0.204759146,0.580960355
Nartheciaceae,0,0.016176277,0,0.000549547,0,0.012479445,0.002836115,0,0,0,0.134734111,0,0.005550154,0,0.122792714,0.027932498,0,0
Nerium,0,0,0,0,0.048584963,0,0,0,0.001536665,0,0,0,0,0.37589906,0,0,0,0.017654938
Nigella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrariaceae,0,0,0.027490861,0,0.024165989,0,0,0,0.049193227,0,0,0.170241969,0,0.149004329,0,0,0,0.565187152
Olea,0,0.06632332,2.799700256,0.540513025,2.13344291,0.494775101,0,4.382538249,6.634574667,0,0.247069406,4.449643767,1.943519443,6.565763836,0.934201328,0,10.99302199,7.169194996
Oleaceae,0,0.027930798,0.047737777,0.003656954,0.006855889,0.007995523,0,0.034040081,0.07556111,0,0.135232856,0.175315365,0.030727217,0.078768172,0.091861562,0,0.222298762,0.311926273
Onagraceae,0.015474145,0.00580575,0,0.029716925,0,0.011170809,0.03751896,0.003443527,0,0.085020329,0.032204438,0,0.139547472,0,0.048124292,0.251942032,0.039563108,0
Ononis,0,0,0,0,0,0,0,0.000678831,0,0,0,0,0,0,0,0,0.007799178,0
Ophioglossaceae,0.002301069,0.099932165,0,0.668219775,0.007987863,0.038901252,0.003439019,0,0,0.025683713,0.616640628,0,2.947808371,0.03580317,0.405938757,0.021281164,0,0
Orchidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orobanchaceae,0.142667389,0.171955195,0,0.010883154,0.008175598,0.032098051,0.129942314,0.011741523,0,0.449980778,0.820704832,0,0.070026042,0.038203632,0.130732083,0.604358824,0.053794281,0
Osmundaceae,0,0,0,0,0,0.009756665,0,0,0,0,0,0,0,0,0.062573696,0,0,0
Oxalidaceae,0.145162486,0,0,0,0,0,0,0,0,0.7451405,0,0,0,0,0,0,0,0
Oxyria/Rumex,1.292706906,0.878648977,0.154456679,0.148475598,0.4181912,0.777034837,3.449396093,0.492851936,2.00495598,6.926749902,1.228743676,0.431777998,0.486572429,1.155748142,2.591830371,6.429015544,0.686581665,6.092601357
Paliurus,0,0,0,0.001951091,0.000721816,0.000725647,0,0.002017204,0,0,0,0,0.014473638,0.007204507,0.008337052,0,0.012198503,0
Papaveraceae,0,0.005711375,0.008358758,0.017774045,0.252131415,0.001649025,0,0.208591011,0.048667764,0,0.040613609,0.070432145,0.115186916,1.108444057,0.014168512,0,0.840233971,0.314635317
Parrotia,0,0,0,0,0.007451565,0.229217401,0,0,0,0,0,0,0,0.085611966,1.588653247,0,0,0
Periploca,0,0,0,0,0,0,0,0,0.001004742,0,0,0,0,0,0,0,0,0.011543612
Phillyrea,0,0.011640076,0.022878541,0.033796883,0.108281716,0.16516394,0,0.794405476,0.914062748,0,0.109750686,0.086549349,0.139665586,0.65529353,1.657524802,0,2.052099913,1.976945464
Phyllanthaceae,0,0,0,0.008089044,0,0,0,0.001357663,0,0,0,0,0.081695341,0,0,0,0.015598359,0
Picea,7.387905738,9.95106028,0,4.111601334,0.198833894,0.829144165,2.038723224,0.008376644,0,6.502154375,14.68554831,0,7.741197872,0.549962479,3.037179365,2.36405111,0.078515135,0
Picea orientalis,0,0.024975023,0,0.014393043,0.029905476,0,0,0,0,0,0.286941165,0,0.102404754,0.189383941,0,0,0,0
Pinus,0,0.442973462,0.504496708,16.42510673,2.260254676,1.988120291,0,5.55923423,0.057519427,0,2.736292357,2.043493385,20.51079026,6.955285398,7.315118016,0,16.87621311,0.416596805
Pinus (diploxylon),35.13617132,26.71456785,4.253118718,5.058479816,9.329598014,8.88153462,27.12154479,19.14770373,3.961699842,16.25157216,21.9490256,5.71955563,13.18677387,16.40813721,13.60339321,16.65882812,25.36421777,10.25399375
